eqRNC,EqH2O,Sel,intensity,Concentration,faraday,yield,priority
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
